trans_id,item
5215,"Orange Chicken"
5215,"Fish & Chips"
5215,"Saison Pamplemousse"
5216,"Tropical Heatwave"
5216,"Pepperoni Pizza"
5217,"Fried Macaroni and Cheese"
5217,"Blackbeard"
5217,"Hurricane Amber Ale"
5217,"Dos Pistolas"
5217,"Fisherman's Brew"
5217,"Capital Gold Golden Lager"
5217,"Zeppoli"
5217,"Golden Road Hefeweizen"
5217,"Sweet Corn Tamale Cakes"
5217,"Macaroni and Cheese"
5217,"Caffè Latte"
5217,"Peach-Mango Smoothie"
5217,"Nut Sack Imperial Brown Ale"
5217,"Crispy Chicken Costoletta"
5217,"Roadside Sliders"
5218,"Hurricane Amber Ale"
5218,"Golden Road Hefeweizen"
5218,"The Club"
5218,"Vertex IPA"
5218,"Bravo Four Point"
5218,"Tropical Heatwave"
5218,"Oktoberfest"
5218,"Pepperoni Pizza"
5218,"San Pellegrino Sparkling"
5219,"Blackbeard"
5219,"Capital Gold Golden Lager"
5219,"Fisherman's Brew"
5219,"Zeppoli"
5219,"Golden Road Hefeweizen"
5219,"Caffè Latte"
5219,"Dos Pistolas"
5220,"Bent Paddle Black Ale"
5220,"Dirtbag Dunkel"
5220,"Pumpkin Patch Ale"
5220,"Herbal, and Flavored Hot Teas"
5220,"Five Cheese Ziti al Forno"
5220,"Avocado Eggrolls"
5220,"Iced Coffees"
5221,"Jamaican Black Pepper Chicken"
5221,"Shrimp Carbonara"
5221,"Lavazza Espresso"
5221,"Pepperoni Pizza"
5221,"Perzik Saison"
5221,"Dundee Summer Wheat Beer"
5222,"Seiche Scottish Ale"
5222,"Shrimp and Chicken Gumbo"
5222,"Braised Beef and Tortelloni"
5222,"Stuffed Chicken Tortillas"
5222,"Hop A Potamus Double Dark Rye Pale Ale"
5222,"Frozen Cappuccino"
5222,"Caramel Hazelnut Macchiato"
5222,"Verdun"
5222,"Missile IPA"
5223,"Salamander Slam"
5223,"Coq D'Or"
5223,"Monkey Chased the Weasel"
5223,"Lavazza Espresso"
5224,"River Runners Pale Ale"
5224,"Mutiny IPA"
5224,"Chin Music Amber Lager"
5224,"Barney Flats Oatmeal Stout"
5224,"Passenger"
5224,"Herbal, and Flavored Hot Teas"
5224,"Veggie Melt"
5224,"Vanilla Java Porter"
5224,"Fairweather IPA"
5224,"Whitewater"
5224,"Shrimp Scampi"
5224,"Underdog Atlantic Lager"
5224,"Spicy Calabrian Chicken"
5224,"Bikini Beer"
5224,"Quesadilla"
5224,"Stuffed Chicken Marsala"
5225,"River Runners Pale Ale"
5225,"Chin Music Amber Lager"
5225,"Barney Flats Oatmeal Stout"
5225,"Passenger"
5225,"Veggie Melt"
5225,"Vanilla Java Porter"
5225,"Whitewater"
5225,"Shrimp Scampi"
5225,"Underdog Atlantic Lager"
5225,"Spicy Calabrian Chicken"
5225,"Quesadilla"
5225,"Stuffed Chicken Marsala"
5226,"Alfredo Sauce with Choice of Pasta"
5226,"Shrimp and Chicken Gumbo"
5226,"Dynamite Shrimp"
5226,"Guacamole Made-to-Order"
5226,"Grand Canyon American Pilsner"
5226,"San Pellegrino Sparkling"
5227,"River Runners Pale Ale"
5227,"Mutiny IPA"
5227,"Chin Music Amber Lager"
5227,"Barney Flats Oatmeal Stout"
5227,"Passenger"
5227,"Veggie Melt"
5227,"Herbal, and Flavored Hot Teas"
5227,"Vanilla Java Porter"
5227,"Fairweather IPA"
5227,"Whitewater"
5227,"Shrimp Scampi"
5227,"Underdog Atlantic Lager"
5227,"Spicy Calabrian Chicken"
5227,"Bikini Beer"
5227,"Quesadilla"
5227,"Stuffed Chicken Marsala"
5228,"Chicken Carbonara"
5228,"Chicken Margherita"
5228,"Perzik Saison"
5228,"Crispy Chicken Costoletta"
5228,"Loaded Backed Potato Tots"
5229,"Jamaican Black Pepper Chicken"
5229,"Shrimp Carbonara"
5229,"Lavazza Espresso"
5229,"Pepperoni Pizza"
5229,"Perzik Saison"
5229,"Dundee Summer Wheat Beer"
5229,"Crispy Chicken Costoletta"
5229,"Loaded Backed Potato Tots"
5230,"Seiche Scottish Ale"
5230,"Old Fashioned Burger"
5230,"Chicken and Shrimp Carbonara"
5230,"Acidulated Trip"
5231,"6 oz Sirloin with Fettuccine Alfredo"
5231,"Five Italian Cheese Fonduta"
5232,"Coconoats"
5233,"Cappuccino"
5233,"Coq D'Or"
5233,"Chicken Giardino"
5233,"Jamaican Black Pepper Shrimp"
5233,"Lavazza Espresso"
5233,"Yeti  Imperial Stout"
5233,"Salamander Slam"
5233,"Margherita Pizza"
5234,"Fettuccine Alfredo"
5235,"Seiche Scottish Ale"
5235,"Jamaican Black Pepper Chicken"
5235,"Shrimp and Chicken Gumbo"
5235,"Braised Beef and Tortelloni"
5235,"Old Fashioned Burger"
5235,"Ghost Ship White IPA"
5235,"Lava Lake Wit"
5235,"Paris"
5235,"Frozen Cappuccino"
5235,"Pilot Rock Porter"
5235,"Acidulated Trip"
5235,"Citrafest"
5235,"Shrimp Scampi"
5235,"Caramel Hazelnut Macchiato"
5235,"Ravioli di Portobello"
5235,"Verdun"
5235,"Missile IPA"
5235,"Backyahd IPA"
5236,"Herbal, and Flavored Hot Teas"
5236,"Vanilla Java Porter"
5236,"Stuffed Chicken Marsala"
5236,"Shrimp Scampi"
5237,"Herbal, and Flavored Hot Teas"
5237,"Whitewater"
5238,"Hurricane Amber Ale"
5238,"Back in Black"
5238,"Veggie Melt"
5238,"Iron Horse Pale Ale"
5238,"Tropical Heatwave"
5238,"Chicken Parmigiana"
5238,"Quick WIT"
5238,"Coconoats"
5239,"Hurricane Amber Ale"
5239,"Shepherd's Pie"
5239,"Veggie Melt"
5239,"Back in Black"
5239,"Coconoats"
5239,"Dream Crusher Double IPA"
5239,"Tropical Heatwave"
5239,"Chicken Parmigiana"
5239,"Quick WIT"
5239,"Iron Horse Pale Ale"
5240,"Interurban IPA"
5240,"Chicken Salad Sandwich"
5240,"Humidor Series India Pale Ale"
5240,"Five Italian Cheese Fonduta"
5241,"Classic Shrimp Scampi Fritta"
5241,"Veggie Melt"
5241,"Lava Lake Wit"
5241,"Grilled Chicken Parmigiana"
5241,"Nuclear Winter"
5241,"Floyd's Folly"
5242,"Cheese Ravioli"
5242,"Crabcakes"
5242,"Stuffed Chicken Marsala"
5243,"The 26th"
5243,"Sausage and Ricotta Flatbread"
5243,"Smokehouse BBQ Burger"
5243,"Whitewater"
5243,"Bang-Bang Chicken and Shrimp"
5243,"Winter Solstice"
5243,"Black Tie Mousse Cake"
5243,"Cheese Ravioli"
5243,"Suncaster Summer Wheat"
5243,"Fish & Chips"
5243,"Calamari"
5244,"Fettuccine Alfredo"
5244,"Golden Road Hefeweizen"
5244,"Veggie Melt"
5244,"El Hefe Speaks"
5244,"Winter Solstice"
5244,"Nuclear Winter"
5245,"Aviator Raspberry Blonde"
5245,"Cheese Pizza"
5245,"Whitewater"
5245,"Terlingua Gold"
5246,"Acqua Panna Spring"
5246,"Capital Gold Golden Lager"
5246,"Black Iron India Pale Ale"
5246,"ToGo Fountain Drinks"
5246,"Sundae"
5246,"Pile of Face"
5246,"Star Runner"
5246,"Grand Canyon American Pilsner"
5246,"The Everything Pizza"
5246,"Orange Chicken"
5247,"Classic Shrimp Scampi Fritta"
5247,"Fettuccine Alfredo"
5247,"El Hefe Speaks"
5247,"Lava Lake Wit"
5247,"Kids Rotini with Meat Sauce"
5247,"Oberon"
5247,"Floyd's Folly"
5248,"Strawberry-Banana Smoothie"
5248,"Jamaican Black Pepper Chicken"
5248,"Bitter Bitch"
5248,"Mutiny IPA"
5248,"Union Jack"
5248,"Independence Pass Ale"
5248,"Renee's Special"
5248,"Stuffed Chicken Tortillas"
5248,"Monkey Chased the Weasel"
5249,"Aviator Raspberry Blonde"
5249,"Blood Orange Honey"
5249,"Whitewater"
5250,"Hardywood Cream Ale"
5250,"Fettuccine Alfredo"
5250,"El Hefe Speaks"
5250,"Golden Road Hefeweizen"
5250,"Lava Lake Wit"
5250,"Veggie Melt"
5250,"Grilled Chicken Parmigiana"
5250,"Winter Solstice"
5250,"Kids Rotini with Meat Sauce"
5250,"Nuclear Winter"
5250,"Floyd's Folly"
5251,"Aviator Raspberry Blonde"
5251,"Cheese Pizza"
5251,"Belfort"
5251,"Horny Toad Cerveza"
5251,"Whitewater"
5251,"Blood Orange Honey"
5251,"Terlingua Gold"
5252,"Lucky Dog"
5252,"Acqua Panna Spring"
5252,"Capital Gold Golden Lager"
5252,"Black Iron India Pale Ale"
5252,"Barney Flats Oatmeal Stout"
5252,"ToGo Fountain Drinks"
5252,"Sundae"
5252,"Pile of Face"
5252,"Grand Canyon American Pilsner"
5252,"Fresh Brewed Iced Tea"
5252,"The Everything Pizza"
5252,"Orange Chicken"
5253,"Blood Orange Honey"
5253,"Terlingua Gold"
5254,"Strawberry-Banana Smoothie"
5254,"Jamaican Black Pepper Chicken"
5254,"Bitter Bitch"
5254,"Stone's Throw IPA"
5254,"Mutiny IPA"
5254,"Union Jack"
5254,"Renee's Special"
5254,"Sir William's English Brown Ale"
5254,"Stuffed Chicken Tortillas"
5254,"Little Red Cap"
5254,"Monkey Chased the Weasel"
5255,"Classic Shrimp Scampi Fritta"
5255,"Hardywood Cream Ale"
5255,"Veggie Melt"
5255,"El Hefe Speaks"
5255,"Lava Lake Wit"
5255,"Golden Road Hefeweizen"
5255,"Grilled Chicken Parmigiana"
5255,"Winter Solstice"
5255,"Kids Rotini with Meat Sauce"
5255,"Nuclear Winter"
5256,"Bacon-Bacon Cheeseburger"
5256,"What the Butler Saw"
5256,"Classic Shrimp Scampi Fritta"
5256,"The 26th"
5256,"Mushroom Burger"
5256,"Crabcakes"
5256,"Steak Diane"
5256,"Chicken Parmesan Sandwich"
5256,"Little House Salad"
5256,"Chicken & Biscuits"
5256,"Vietnamese Shrimp Summer Rolls"
5256,"Hinchtown Hammer Down"
5256,"Parmesan-Herb Crusted Chicken"
5256,"Damnesia"
5256,"Cheese Ravioli"
5256,"Chicken Parmigiana"
5256,"Stuffed Chicken Marsala"
5256,"Over Ale"
5257,"Winter Solstice"
5257,"Frosted Fields Winter Wheat"
5258,"Golden Road Hefeweizen"
5258,"Lava Lake Wit"
5258,"Oberon"
5258,"Nuclear Winter"
5259,"The 26th"
5259,"Coq D'Or"
5259,"Whitewater"
5259,"Winter Solstice"
5259,"Suncaster Summer Wheat"
5260,"Cheese Ravioli"
5260,"Winter Solstice"
5261,"Lucky Dog"
5261,"River Runners Pale Ale"
5261,"Hardywood Cream Ale"
5261,"Kids Grilled Chicken with Gluten-free Rotini"
5261,"Extra Breadsticks!"
5261,"Roasted Pear and Blue Cheese Flatbread"
5261,"Steak Diane"
5261,"Crispy Cuban Rolls"
5261,"Union Jack"
5261,"Kids Rotini with Meat Sauce"
5261,"Unlimited Our Famous House Salad"
5261,"Stuffed Chicken Tortillas"
5261,"Devils Tramping Ground Tripel"
5261,"Saison Pamplemousse"
5261,"Firecracker Salmon"
5262,"Chicken Giardino"
5262,"Hyzer Flip"
5262,"Chicken Marsala and Mushrooms"
5262,"Tiramisu"
5262,"Might As Well IPL"
5262,"Macaroni and Cheese"
5262,"Hopalicious"
5262,"Dipping Sauces includes 4 Breadsticks"
5262,"Vietnamese Shrimp Summer Rolls"
5262,"Bang-Bang Chicken and Shrimp"
5262,"Desolation IPA"
5262,"Rye Wit"
5262,"Union Jack"
5262,"Easy Jack"
5262,"Star Runner"
5262,"Pile O'Dirt Porter"
5262,"Greek Salad"
5262,"Chicken Pot Stickers"
5263,"Chicken Marsala and Mushrooms"
5263,"Chicken Giardino"
5263,"Dipping Sauces includes 4 Breadsticks"
5263,"Hopalicious"
5263,"Macaroni and Cheese"
5263,"Vietnamese Shrimp Summer Rolls"
5263,"Desolation IPA"
5263,"Rye Wit"
5263,"Easy Jack"
5263,"Pile O'Dirt Porter"
5263,"Greek Salad"
5263,"Chicken Pot Stickers"
5264,"Barney Flats Oatmeal Stout"
5264,"Mixed Berry Sparkling Water"
5264,"Fried Shrimp Platter"
5264,"Pinata Protest"
5264,"Dundee Summer Wheat Beer"
5265,"Caldera Pale Ale"
5266,"Veggie Melt"
5266,"Greek Salad"
5266,"Backyahd IPA"
5266,"Dream Crusher Double IPA"
5267,"Hardywood Cream Ale"
5267,"Fried Zucchini"
5267,"Saison Pamplemousse"
5268,"1327 Pod's ESB"
5268,"Bent Paddle Black Ale"
5268,"Shepherd's Pie"
5268,"Chicken Giardino"
5268,"Hyzer Flip"
5268,"More Cowbell"
5268,"Palate Mallet"
5268,"Jamaican Black Pepper chicken and Shrimp"
5268,"Cheese Ravioli"
5269,"Great River Golden Ale"
5269,"Lucky Dog"
5269,"Spicy Shrimp Scampi Fritta"
5269,"Guacamole Made-to-Order"
5269,"Athena"
5269,"Endive Salad"
5269,"Hinchtown Hammer Down"
5269,"Peanut Butter Jelly Time"
5269,"Grand Canyon American Pilsner"
5269,"Aslan Amber"
5269,"Pile O'Dirt Porter"
5269,"Fried Zucchini"
5269,"Fried Mozzarella"
5270,"Grand Canyon American Pilsner"
5270,"Peanut Butter Jelly Time"
5270,"Pile O'Dirt Porter"
5270,"Fried Zucchini"
5270,"Fried Mozzarella"
5271,"Insert Hop Reference"
5271,"Atwater's Lager"
5271,"Fettuccine Alfredo"
5271,"Hot Spinach and Cheese Dip"
5271,"Best Brown"
5271,"Acidulated Trip"
5271,"Crispy Shrimp Sandwich"
5271,"Famous Factory Meatloaf"
5271,"Suncaster Summer Wheat"
5272,"Barney Flats Oatmeal Stout"
5272,"Pinata Protest"
5273,"Insert Hop Reference"
5273,"Atwater's Lager"
5273,"Create A Sampler Italiano"
5273,"Fettuccine Alfredo"
5273,"Hot Spinach and Cheese Dip"
5273,"Acidulated Trip"
5273,"Best Brown"
5273,"Crispy Shrimp Sandwich"
5273,"Famous Factory Meatloaf"
5273,"Suncaster Summer Wheat"
5274,"Caldera Pale Ale"
5274,"Edamane"
5274,"Fascist Pig Ale"
5274,"Best Brown"
5275,"Insert Hop Reference"
5275,"Fettuccine Alfredo"
5275,"Shepherd's Pie"
5275,"Create A Sampler Italiano"
5275,"Hot Spinach and Cheese Dip"
5275,"Acidulated Trip"
5275,"Best Brown"
5275,"Crispy Shrimp Sandwich"
5275,"Famous Factory Meatloaf"
5275,"Stuffed Mushrooms"
5275,"Suncaster Summer Wheat"
5276,"Fascist Pig Ale"
5276,"Caldera Pale Ale"
5276,"Best Brown"
5276,"Dolcini"
5276,"Edamane"
5276,"Amber Road"
5277,"Lucky Dog"
5277,"Great River Golden Ale"
5277,"Endive Salad"
5277,"Athena"
5277,"Guacamole Made-to-Order"
5277,"Grand Canyon American Pilsner"
5277,"Peanut Butter Jelly Time"
5277,"Hinchtown Hammer Down"
5277,"Aslan Amber"
5277,"Pile O'Dirt Porter"
5277,"Fried Zucchini"
5277,"Fried Mozzarella"
5278,"Barn Yeti"
5278,"Fried Shrimp Platter"
5278,"Pinata Protest"
5279,"Veggie Melt"
5279,"Greek Salad"
5280,"Lasagna Fritta"
5280,"Barney Flats Oatmeal Stout"
5280,"Eggplant Parmigiana"
5280,"Dip Duo"
5280,"Mixed Berry Sparkling Water"
5280,"Fried Shrimp Platter"
5280,"Barn Yeti"
5280,"Pinata Protest"
5280,"Dundee Summer Wheat Beer"
5281,"Chicken Marsala and Mushrooms"
5281,"Chicken Giardino"
5281,"Hyzer Flip"
5281,"Hopalicious"
5281,"Tiramisu"
5281,"Macaroni and Cheese"
5281,"Dipping Sauces includes 4 Breadsticks"
5281,"Might As Well IPL"
5281,"Vietnamese Shrimp Summer Rolls"
5281,"Star Runner"
5281,"Desolation IPA"
5281,"Rye Wit"
5281,"Union Jack"
5281,"Easy Jack"
5281,"Bang-Bang Chicken and Shrimp"
5281,"Pile O'Dirt Porter"
5281,"Greek Salad"
5281,"Chicken Pot Stickers"
5282,"Lucky Dog"
5282,"Great River Golden Ale"
5282,"California Cheesesteak"
5282,"Alaskan Amber"
5282,"Warm Crab and Artichoke Dip"
5282,"Italian Ice Milkshake"
5282,"Black Tie Mousse Cake"
5282,"Chicken and Shrimp Carbonara"
5282,"Four Peaks Peach Ale"
5282,"Fried Mozzarella"
5283,"Lemon-Herb Roasted Chicken"
5283,"Crispy Crab Bites"
5283,"Caffè Mocha"
5283,"Fried Zucchini"
5284,"Barney Flats Oatmeal Stout"
5284,"Fresh Kale Salad"
5284,"Bring Back the Beach Blonde Ale"
5285,"Orange Chicken"
5285,"Monkey Chased the Weasel"
5286,"Cannoli Trio"
5287,"Alaskan Amber"
5287,"Warm Crab and Artichoke Dip"
5287,"Chicken and Shrimp Carbonara"
5287,"Stuffed Chicken Marsala"
5287,"Fried Mozzarella"
5288,"Chicken Marsala and Mushrooms"
5288,"Chicken Giardino"
5288,"Hyzer Flip"
5288,"Hopalicious"
5288,"Macaroni and Cheese"
5288,"Vietnamese Shrimp Summer Rolls"
5288,"Star Runner"
5288,"Bang-Bang Chicken and Shrimp"
5288,"Easy Jack"
5288,"Chicken Pot Stickers"
5289,"Star Runner"
5289,"Desolation IPA"
5289,"Chicken Pot Stickers"
5289,"Easy Jack"
5290,"Lucky Dog"
5290,"Great River Golden Ale"
5290,"Alaskan Amber"
5290,"Italian Ice Milkshake"
5290,"Chicken and Shrimp Carbonara"
5290,"Stuffed Chicken Marsala"
5290,"Fried Mozzarella"
5291,"Cannoli Trio"
5291,"Barney Flats Oatmeal Stout"
5291,"Buffalo Blasts"
5291,"Herbal, and Flavored Hot Teas"
5291,"Bring Back the Beach Blonde Ale"
5291,"Fresh Kale Salad"
5291,"Couch Select Lager"
5291,"Orange Chicken"
5291,"Create Your Own Pasta - Cucina Mia!"
5291,"Monkey Chased the Weasel"
5292,"Chicken Giardino"
5292,"Hyzer Flip"
5292,"Chicken Marsala and Mushrooms"
5292,"Dipping Sauces includes 4 Breadsticks"
5292,"Might As Well IPL"
5292,"Macaroni and Cheese"
5292,"Hopalicious"
5292,"Tiramisu"
5292,"Vietnamese Shrimp Summer Rolls"
5292,"Star Runner"
5292,"Union Jack"
5292,"Bang-Bang Chicken and Shrimp"
5292,"Desolation IPA"
5292,"Easy Jack"
5292,"Rye Wit"
5292,"Pile O'Dirt Porter"
5292,"Greek Salad"
5292,"Chicken Pot Stickers"
5293,"Crispy Crab Bites"
5293,"Caffè Mocha"
5293,"El Hefe Speaks"
5293,"Crabtree Oatmeal Stout"
5293,"Macaroni and Cheese"
5293,"Lemon-Herb Roasted Chicken"
5294,"Union Jack"
5294,"Crabcakes"
5295,"Crispy Crab Bites"
5295,"Poop Deck Porter"
5295,"Caffè Mocha"
5295,"The Club"
5295,"Crabtree Oatmeal Stout"
5295,"El Hefe Speaks"
5295,"Macaroni and Cheese"
5295,"Lemon-Herb Roasted Chicken"
5295,"Fried Zucchini"
5296,"Alfredo Sauce with Choice of Pasta"
5296,"Cannoli Trio"
5296,"Baja Chicken Tacos"
5296,"Bring Back the Beach Blonde Ale"
5296,"Fresh Kale Salad"
5296,"Orange Chicken"
5296,"Create Your Own Pasta - Cucina Mia!"
5297,"Seafood Alfredo"
5297,"Poop Deck Porter"
5297,"Bacon-Bacon Cheeseburger"
5297,"Barney Flats Oatmeal Stout"
5297,"Orabelle"
5298,"Chicken Marsala and Mushrooms"
5298,"Hopalicious"
5298,"Dipping Sauces includes 4 Breadsticks"
5298,"Macaroni and Cheese"
5298,"Tiramisu"
5298,"Might As Well IPL"
5298,"Union Jack"
5298,"Bang-Bang Chicken and Shrimp"
5298,"Vietnamese Shrimp Summer Rolls"
5298,"Rye Wit"
5298,"Star Runner"
5298,"Easy Jack"
5298,"Pile O'Dirt Porter"
5298,"Greek Salad"
5298,"Chicken Pot Stickers"
5299,"Cannoli Trio"
5299,"Baja Chicken Tacos"
5299,"Herbal, and Flavored Hot Teas"
5299,"Fresh Kale Salad"
5299,"Union Jack"
5299,"Orange Chicken"
5300,"Lucky Dog"
5300,"Great River Golden Ale"
5300,"California Cheesesteak"
5300,"Alaskan Amber"
5300,"Italian Ice Milkshake"
5300,"Warm Crab and Artichoke Dip"
5300,"Black Tie Mousse Cake"
5300,"Chicken and Shrimp Carbonara"
5300,"Stuffed Chicken Marsala"
5300,"Fried Mozzarella"
5301,"Grilled Pork Chop"
5301,"Blackbeard"
5301,"Extra Breadsticks!"
5301,"Belfort"
5301,"Sundae"
5301,"Union Jack"
5301,"Tropical Heatwave"
5301,"Nuclear Winter"
5301,"Loki Red Ale"
5301,"Quesadilla"
5301,"Chicken Pot Stickers"
5302,"Seafood Alfredo"
5302,"1327 Pod's ESB"
5302,"Strawberry-Passion Fruit Limonata"
5302,"Shrimp Carbonara"
5302,"Insert Hop Reference"
5302,"Mothman Black IPA"
5302,"Bent Paddle Black Ale"
5302,"Lasagna Fritta"
5302,"Shepherd's Pie"
5302,"Salmon Piccata"
5302,"Dip Duo"
5302,"Pizza"
5302,"Chicken with Lemon Couscous"
5302,"Fried Shrimp Platter"
5302,"California Sunshine Rye IPA"
5302,"Naked Pig Pale Ale"
5302,"Lemon-Herb Roasted Chicken"
5302,"Four Peaks Peach Ale"
5303,"Grilled Pork Chop"
5303,"Dynamite Shrimp"
5303,"Sweet As Pacific Ale"
5303,"The Club"
5303,"Greenbelt Farmhouse Ale"
5303,"Citrafest"
5303,"Greek Salad"
5303,"Buffalo Wings"
5303,"White Chicken Chili"
5304,"Seafood Alfredo"
5304,"Strawberry-Passion Fruit Limonata"
5304,"Shrimp Carbonara"
5304,"Insert Hop Reference"
5304,"Bent Paddle Black Ale"
5304,"Shepherd's Pie"
5304,"Salmon Piccata"
5304,"Dip Duo"
5304,"Chicken with Lemon Couscous"
5304,"Fried Shrimp Platter"
5304,"California Sunshine Rye IPA"
5304,"Lemon-Herb Roasted Chicken"
5305,"1327 Pod's ESB"
5305,"Strawberry-Passion Fruit Limonata"
5305,"Bent Paddle Black Ale"
5305,"Lasagna Fritta"
5305,"Shepherd's Pie"
5305,"Dip Duo"
5305,"Pizza"
5305,"Fried Shrimp Platter"
5305,"California Sunshine Rye IPA"
5305,"Lemon-Herb Roasted Chicken"
5305,"Four Peaks Peach Ale"
5306,"Tropical Heatwave"
5306,"Nuclear Winter"
5307,"Insert Hop Reference"
5308,"Thai Lettuce Wraps"
5308,"Smokehouse BBQ Burger"
5308,"Last Stop IPA"
5308,"Black Tie Mousse Cake"
5308,"Suncaster Summer Wheat"
5309,"More Cowbell"
5310,"The 26th"
5310,"Moirai India Pale Ale"
5310,"Eggplant Parmesan"
5310,"Gossamer Golden Ale"
5310,"Tropical Heatwave"
5310,"Supper Club Lager"
5310,"Shrimp Scampi"
5310,"Devils Tramping Ground Tripel"
5311,"Poop Deck Porter"
5311,"Boy King"
5311,"Sausage and Ricotta Flatbread"
5311,"Coq D'Or"
5311,"Thai Lettuce Wraps"
5311,"Winter Solstice"
5311,"Last Stop IPA"
5311,"Bang-Bang Chicken and Shrimp"
5311,"Black Tie Mousse Cake"
5311,"Cheese Ravioli"
5311,"Suncaster Summer Wheat"
5311,"Fish & Chips"
5311,"Calamari"
5312,"Grilled Pork Chop"
5312,"Dynamite Shrimp"
5312,"Sweet As Pacific Ale"
5312,"The Club"
5312,"Greenbelt Farmhouse Ale"
5312,"Citrafest"
5312,"Fried Calamari"
5312,"Greek Salad"
5312,"Buffalo Wings"
5312,"White Chicken Chili"
5313,"Seafood Alfredo"
5313,"1327 Pod's ESB"
5313,"Strawberry-Passion Fruit Limonata"
5313,"Shrimp Carbonara"
5313,"Insert Hop Reference"
5313,"Mothman Black IPA"
5313,"Bent Paddle Black Ale"
5313,"Lasagna Fritta"
5313,"Shepherd's Pie"
5313,"Dip Duo"
5313,"Pizza"
5313,"Chicken with Lemon Couscous"
5313,"Fried Shrimp Platter"
5313,"California Sunshine Rye IPA"
5313,"Naked Pig Pale Ale"
5313,"Lemon-Herb Roasted Chicken"
5313,"Four Peaks Peach Ale"
5314,"ToGo Homemade Soups"
5314,"Phantom Punch Winter Stout"
5314,"Kids Rotini with Marinara"
5314,"Polar Pale Ale"
5314,"Eggplant Parmesan"
5314,"Devils Tramping Ground Tripel"
5315,"Cheese Ravioli"
5315,"Black Tie Mousse Cake"
5316,"ToGo Homemade Soups"
5316,"Dirtbag Dunkel"
5317,"ToGo Homemade Soups"
5317,"More Cowbell"
5317,"ToGo Soup, Salad, and Breadsticks Combo"
5318,"BBQ Chicken Pizza"
5318,"Barn Yeti"
5318,"Native Amber"
5318,"Fried Calamari"
5318,"Roadside Sliders"
5319,"1327 Pod's ESB"
5319,"Strawberry-Passion Fruit Limonata"
5319,"Bent Paddle Black Ale"
5319,"Mothman Black IPA"
5319,"Shepherd's Pie"
5319,"Dip Duo"
5319,"Chicken with Lemon Couscous"
5319,"Fried Shrimp Platter"
5319,"Naked Pig Pale Ale"
5319,"Lemon-Herb Roasted Chicken"
5319,"Four Peaks Peach Ale"
5320,"Tomato Sauce with Choice of Pasta"
5320,"Sundae"
5320,"Union Jack"
5320,"Tropical Heatwave"
5320,"Loki Red Ale"
5320,"Quesadilla"
5320,"Chicken Pot Stickers"
5320,"Parmesan Zucchini Bites"
5321,"Insert Hop Reference"
5321,"Capital Gold Golden Lager"
5321,"Trigger Blonde Ale"
5321,"Hopalicious"
5321,"Steak Diane"
5321,"Bravo Four Point"
5321,"Oktoberfest"
5321,"Sir William's English Brown Ale"
5321,"Pile O'Dirt Porter"
5321,"Phantom Punch Winter Stout"
5322,"Chicken Carbonara"
5322,"Fettuccine Alfredo"
5322,"Pizza"
5322,"Bitter Bitch Imperial IPA"
5322,"Commotion APA"
5322,"Spicy Calabrian Chicken"
5323,"Agent a Deux"
5323,"Chicken Carbonara"
5323,"Spicy Calabrian Chicken"
5324,"Seiche Scottish Ale"
5324,"Poop Deck Porter"
5324,"Factory Burrito Grande"
5324,"Fisherman's Brew"
5324,"Lasagna Classico"
5324,"Warm Crab and Artichoke Dip"
5324,"Elliott's Phoned Home Pale Ale"
5324,"Easy Jack"
5324,"Trigger Blonde Ale"
5324,"Devils Tramping Ground Tripel"
5324,"Tex Mex Eggrolls"
5325,"Grilled Pork Chop"
5325,"Cannoli Trio"
5325,"Tropical Saison"
5325,"Chicken Scampi"
5325,"Vertex IPA"
5325,"Macaroni and Cheese"
5325,"Lemon-Herb Roasted Chicken"
5326,"Poop Deck Porter"
5326,"Fisherman's Brew"
5326,"Warm Crab and Artichoke Dip"
5326,"Elliott's Phoned Home Pale Ale"
5326,"Shiva IPA"
5327,"Easy Jack"
5327,"Elliott's Phoned Home Pale Ale"
5327,"Tex Mex Eggrolls"
5328,"Lucky Dog"
5328,"Great River Golden Ale"
5328,"California Cheesesteak"
5328,"Alaskan Amber"
5328,"Italian Ice Milkshake"
5328,"Warm Crab and Artichoke Dip"
5328,"Chicken and Shrimp Carbonara"
5328,"Black Tie Mousse Cake"
5328,"Four Peaks Peach Ale"
5328,"Stuffed Chicken Marsala"
5328,"Fried Mozzarella"
5329,"Fried Calamari"
5329,"Eggroll Sampler"
5330,"Insert Hop Reference"
5330,"Hopalicious"
5330,"Bravo Four Point"
5330,"Oktoberfest"
5330,"Sir William's English Brown Ale"
5330,"Pile O'Dirt Porter"
5330,"Phantom Punch Winter Stout"
5331,"Lucky Dog"
5331,"Great River Golden Ale"
5331,"California Cheesesteak"
5331,"Alaskan Amber"
5331,"Italian Ice Milkshake"
5331,"Black Tie Mousse Cake"
5331,"Chicken and Shrimp Carbonara"
5331,"Stuffed Chicken Marsala"
5331,"Fried Mozzarella"
5332,"Insert Hop Reference"
5332,"Steak Diane"
5332,"Sir William's English Brown Ale"
5332,"Trigger Blonde Ale"
5332,"Phantom Punch Winter Stout"
5333,"Hyzer Flip"
5333,"Cold Snap"
5334,"Lasagna Fritta"
5334,"Eggroll Sampler"
5334,"Athena"
