name,license,city,state,phone,addr,day,opens,closes
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 6, 15:00:00, 00:00:00
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 7, 15:00:00, 00:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 1, 06:00:00, 14:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 2, 06:00:00, 14:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 3, 06:00:00, 14:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 4, 06:00:00, 14:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 5, 06:00:00, 14:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 6, 06:00:00, 14:00:00
"Rumors Lounge & Restaurant", "KS56504", "Emporia", "KS", "4358270422", "555 Acacia Drive", 7, 06:00:00, 14:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 1, 20:00:00, 01:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 2, 20:00:00, 01:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 3, 20:00:00, 01:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 4, 20:00:00, 01:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 5, 20:00:00, 01:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 6, 20:00:00, 01:00:00
"Casino El Camino Bar & Grill", "AK63315", "Anchorage", "AK", "9298521865", "9417 Ramblewood Ave.", 7, 20:00:00, 01:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 1, 17:00:00, 05:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 2, 17:00:00, 05:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 3, 17:00:00, 05:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 4, 17:00:00, 05:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 5, 17:00:00, 05:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 6, 17:00:00, 05:00:00
"Henrietta Hudson", "SC47812", "Florence", "SC", "3957255035", "8 Evergreen Dr.", 7, 17:00:00, 05:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 1, 20:00:00, 02:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 2, 20:00:00, 02:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 3, 20:00:00, 02:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 4, 20:00:00, 02:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 5, 20:00:00, 02:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 6, 20:00:00, 02:00:00
"E Robert Brame", "IA38440", "Council Bluffs", "IA", "4172263233", "928 Vine St.", 7, 20:00:00, 02:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 1, 08:00:00, 22:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 2, 07:00:00, 16:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 3, 07:00:00, 16:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 4, 07:00:00, 16:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 5, 18:00:00, 01:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 6, 08:00:00, 22:00:00
"Village Inn", "MO91966", "Saint Louis", "MO", "7098172858", "7463 Brickell St.", 7, 07:00:00, 16:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 1, 11:00:00, 20:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 2, 11:00:00, 20:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 3, 11:00:00, 20:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 4, 11:00:00, 20:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 5, 11:00:00, 20:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 6, 11:00:00, 20:00:00
"Robert", "UT38427", "Ogden", "UT", "7358639102", "8567 Philmont Lane", 7, 11:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 1, 10:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 2, 10:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 3, 10:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 4, 10:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 5, 10:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 6, 10:00:00, 20:00:00
"Shanahan's Lafayette", "WA63688", "Tacoma", "WA", "9383861178", "9675 Gonzales Ave.", 7, 10:00:00, 20:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 1, 06:00:00, 21:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 2, 06:00:00, 21:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 3, 06:00:00, 21:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 4, 06:00:00, 21:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 5, 06:00:00, 21:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 6, 06:00:00, 21:00:00
"Fire Bar & Grill", "AZ76363", "Gilbert", "AZ", "9235091205", "3000 East Avenue", 7, 06:00:00, 21:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 1, 06:00:00, 11:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 2, 06:00:00, 11:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 3, 06:00:00, 11:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 4, 06:00:00, 11:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 5, 06:00:00, 11:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 6, 08:00:00, 15:00:00
"Barrister S Euro Tavern;", "AR74721", "Humphrey", "AR", "8479609478", "1116 Cedar Street", 7, 06:00:00, 11:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 1, 16:00:00, 00:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 2, 16:00:00, 00:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 3, 16:00:00, 00:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 4, 16:00:00, 00:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 5, 16:00:00, 00:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 6, 16:00:00, 00:00:00
"MJ's", "DE38920", "New Castle", "DE", "7099164174", "4113 Argonne Street", 7, 16:00:00, 00:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 1, 14:00:00, 01:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 2, 14:00:00, 01:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 3, 14:00:00, 01:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 4, 14:00:00, 01:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 5, 14:00:00, 01:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 6, 14:00:00, 01:00:00
"Crazy Donkey Bar Grill", "HI11158", "Kaneohe", "HI", "5293743825", "804 Emma Street", 7, 14:00:00, 01:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 1, 17:00:00, 23:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 2, 17:00:00, 23:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 3, 17:00:00, 23:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 4, 17:00:00, 23:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 5, 17:00:00, 23:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 6, 17:00:00, 23:00:00
"Old Capitol Brew Works", "ID86548", "Spokane", "ID", "7319349434", "3358 Science Center Drive", 7, 17:00:00, 23:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 1, 11:00:00, 22:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 2, 19:00:00, 00:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 3, 11:00:00, 22:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 4, 19:00:00, 00:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 5, 19:00:00, 00:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 6, 17:00:00, 23:00:00
"Jrbc", "ME71207", "Windham", "ME", "9406847923", "1655 Upton Avenue", 7, 11:00:00, 22:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 1, 20:00:00, 00:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 2, 20:00:00, 00:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 3, 20:00:00, 00:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 4, 20:00:00, 00:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 5, 09:00:00, 16:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 6, 20:00:00, 00:00:00
"Red Barn", "NE28843", "Harbine", "NE", "7423321844", "3949 North Avenue", 7, 09:00:00, 16:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 1, 15:00:00, 00:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 2, 15:00:00, 00:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 3, 15:00:00, 00:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 4, 15:00:00, 00:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 5, 06:00:00, 18:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 6, 15:00:00, 00:00:00
"Savannah Wine Shop", "NV66609", "Reno", "NV", "2143126588", "4108 Wescam Court", 7, 08:00:00, 22:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 1, 06:00:00, 19:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 2, 06:00:00, 19:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 3, 06:00:00, 19:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 4, 06:00:00, 19:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 5, 19:00:00, 01:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 6, 06:00:00, 19:00:00
"Club Soda", "NM68146", "Albuquerque", "NM", "7814306998", "894 Westfall Avenue", 7, 06:00:00, 19:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 1, 21:00:00, 01:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 2, 21:00:00, 01:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 3, 21:00:00, 01:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 4, 21:00:00, 01:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 5, 21:00:00, 01:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 6, 21:00:00, 01:00:00
"Brandy's", "VT79846", "Alburg", "VT", "6654692382", "4770 Hardman Road", 7, 21:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 1, 17:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 2, 17:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 3, 17:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 4, 17:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 5, 17:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 6, 17:00:00, 01:00:00
"Rascal's", "WY45476", "Worland", "WY", "9942497061", "3730 Arbor Court", 7, 17:00:00, 01:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 1, 16:00:00, 22:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 2, 16:00:00, 22:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 3, 16:00:00, 22:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 4, 16:00:00, 22:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 5, 16:00:00, 22:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 6, 16:00:00, 22:00:00
"Arena", "PA64170", "Downingtown", "PA", "8482041985", "658 Miller Lane", 7, 16:00:00, 22:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 1, 07:00:00, 18:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 2, 07:00:00, 18:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 3, 07:00:00, 18:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 4, 07:00:00, 18:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 5, 07:00:00, 18:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 6, 07:00:00, 18:00:00
"Hickory Tavern", "MS18447", "Tupelo", "MS", "6316095840", "91 Constitution Court", 7, 07:00:00, 18:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 1, 12:00:00, 19:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 2, 12:00:00, 19:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 3, 12:00:00, 19:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 4, 12:00:00, 19:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 5, 12:00:00, 19:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 6, 12:00:00, 19:00:00
"Linda's", "PA60847", "New Kensington", "PA", "4304078938", "643 N. Pennsylvania Lane", 7, 12:00:00, 19:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 1, 19:00:00, 02:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 2, 19:00:00, 02:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 3, 16:00:00, 21:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 4, 19:00:00, 02:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 5, 16:00:00, 21:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 6, 19:00:00, 02:00:00
"C C Slaughters Restaurant", "FL36585", "Palm Harbor", "FL", "4124350290", "7659 Fawn Road", 7, 19:00:00, 02:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 1, 11:00:00, 22:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 2, 11:00:00, 22:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 3, 11:00:00, 22:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 4, 11:00:00, 22:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 5, 11:00:00, 22:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 6, 12:00:00, 20:00:00
"Wellhead Restaurant-Brew Pub", "NJ12614", "Bridgewater", "NJ", "4257975794", "978 San Carlos St.", 7, 11:00:00, 22:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 1, 08:00:00, 02:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 2, 08:00:00, 02:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 3, 08:00:00, 02:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 4, 08:00:00, 02:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 5, 06:00:00, 01:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 6, 08:00:00, 02:00:00
"Boynton Restaurant & Spirits", "NJ90708", "East Orange", "NJ", "9837506205", "78 Garden Rd.", 7, 08:00:00, 02:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 1, 11:00:00, 15:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 2, 11:00:00, 15:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 3, 11:00:00, 15:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 4, 11:00:00, 15:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 5, 11:00:00, 15:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 6, 11:00:00, 15:00:00
"Xtc Cabaret", "IL85488", "Skokie", "IL", "7114655634", "7252 East Shady Drive", 7, 11:00:00, 15:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 1, 08:00:00, 13:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 2, 08:00:00, 13:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 3, 08:00:00, 13:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 4, 08:00:00, 13:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 5, 08:00:00, 13:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 6, 08:00:00, 13:00:00
"Rocket", "NY13086", "Brentwood", "NY", "6373024261", "7149 N. Ocean Rd.", 7, 08:00:00, 13:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 1, 12:00:00, 19:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 2, 12:00:00, 17:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 3, 12:00:00, 17:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 4, 12:00:00, 19:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 5, 12:00:00, 19:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 6, 12:00:00, 19:00:00
"New West", "MD76846", "Suitland", "MD", "3758560563", "7542 Longfellow Dr.", 7, 12:00:00, 19:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 1, 11:00:00, 18:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 2, 11:00:00, 18:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 3, 11:00:00, 18:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 4, 11:00:00, 18:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 5, 11:00:00, 18:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 6, 11:00:00, 18:00:00
"Pivots Beach Club", "GA10650", "Valdosta", "GA", "6763012304", "578 College Ave.", 7, 11:00:00, 18:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 1, 12:00:00, 23:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 2, 12:00:00, 23:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 3, 12:00:00, 23:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 4, 12:00:00, 23:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 5, 07:00:00, 18:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 6, 07:00:00, 18:00:00
"Maria C. Estabil", "MD86285", "Gwynn Oak", "MD", "7918643083", "533 E. Old York Ave.", 7, 07:00:00, 18:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 1, 15:00:00, 19:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 2, 13:00:00, 19:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 3, 15:00:00, 19:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 4, 13:00:00, 19:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 5, 15:00:00, 19:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 6, 15:00:00, 19:00:00
"Atkins Park Tavern", "FL43525", "Navarre", "FL", "4422937852", "9429 Wakehurst Street", 7, 15:00:00, 19:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 1, 09:00:00, 00:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 2, 09:00:00, 00:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 3, 09:00:00, 00:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 4, 09:00:00, 00:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 5, 09:00:00, 00:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 6, 09:00:00, 00:00:00
"Grey Lounge", "WI81545", "Onalaska", "WI", "3674619714", "62 High Drive", 7, 09:00:00, 00:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 1, 15:00:00, 20:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 2, 15:00:00, 20:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 3, 15:00:00, 20:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 4, 15:00:00, 20:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 5, 21:00:00, 02:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 6, 21:00:00, 02:00:00
"Daddy's", "NC70222", "Sanford", "NC", "8005115493", "65 Sunset St.", 7, 15:00:00, 20:00:00
